row_id,upc,prefix8,brand_filled,product_line,product_descr,imputed_num_cartridges,imputed_mL_per_cartridge,imputed_total_mL,imputed_nic_mg_per_ml,total_units,candidate_row_id,candidate_upc,candidate_brand,candidate_product_line,candidate_product_descr,candidate_assessment,candidate_confidence,candidate_verified_device_type,candidate_verified_mL_per_cartridge,candidate_verified_num_cartridges,candidate_verified_total_mL,candidate_verified_nic_pct,candidate_verified_nic_mg_per_ml,product_similarity_score,upc_distance,action,candidate_source_url,candidate_notes
279,081068701329,08106870,NJOY,NJOY E-CG MN NO,NJOY E-CG MN NO,1,10,10,45,3909,317,081068701409,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.695,80,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
281,081002599579,08100259,IGNITE,IGNITE V8,IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT,1,2.6,2.6,25,3878,248,081002599614,IGNITE,IGNITE V15,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT,PARTIAL,High,Disposable,5.1,1,5.1,5,50,0.701,35,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://mx.ignite.co/products/v15-vape-desechable-tobacco,Official IGNITE V15 source verifies disposable device with 5.1 mL capacity and 5% nicotine.
282,081990502790,08199050,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,1,2.6,2.6,50,3852,35,081990502787,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,PARTIAL,Low,Closed pod,1.9,1,1.9,5,58,1.0,3,PROPAGATED_EXACT_DESCRIPTION_MATCH,https://www.njoy-llc.com/?src=logo;https://www.ncdor.gov/taxes-forms/other-taxes-and-fees/vapor-product-and-consumable-product-certification-and-directory/vapor-certification-directory,"Likely NJOY Ace pod family based on pod product family and 5% imputation, but row text lacks flavor/count detail; source confirms Ace pod family/strengths, exact SKU not fully verified."
286,081990502792,08199050,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,1,2.6,2.6,50,3461,35,081990502787,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,PARTIAL,Low,Closed pod,1.9,1,1.9,5,58,1.0,5,PROPAGATED_EXACT_DESCRIPTION_MATCH,https://www.njoy-llc.com/?src=logo;https://www.ncdor.gov/taxes-forms/other-taxes-and-fees/vapor-product-and-consumable-product-certification-and-directory/vapor-certification-directory,"Likely NJOY Ace pod family based on pod product family and 5% imputation, but row text lacks flavor/count detail; source confirms Ace pod family/strengths, exact SKU not fully verified."
287,081002599711,08100259,IGNITE,IGNITE V8,IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT,1,2.6,2.6,25,3304,248,081002599614,IGNITE,IGNITE V15,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT,PARTIAL,High,Disposable,5.1,1,5.1,5,50,0.727,97,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://mx.ignite.co/products/v15-vape-desechable-tobacco,Official IGNITE V15 source verifies disposable device with 5.1 mL capacity and 5% nicotine.
288,009710000109,00971000,MARKTEN,MARKTEN E-CGC MN,MARKTEN E-CGC MN,4,0.4,1.6,35,3231,618,009710000234,MARKTEN,MARKTEN EVCC,MARKTEN EVCC,PARTIAL,Medium,Closed pod,,2,,,,0.556,125,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.gopuff.com/p/markten-elite-hazelnut-cream-e-vapor-pods-2ct/p9395,Retail source verifies MarkTen Elite e-vapor pods as 2ct. mL and nicotine not verified in the source found.
297,085570400487,08557040,MISTIC,MISTIC E-CGC RFL,MISTIC E-CGC RFL,1,7.5,7.5,20,2893,52,085570400719,MISTIC,MISTIC E-CGC RFL,MISTIC E-CGC RFL,PARTIAL,Medium,Closed pod,,3,,1.8,18,1.0,232,PROPAGATED_EXACT_DESCRIPTION_MATCH,https://www.globenewswire.com/news-release/2016/08/04/861701/0/en/Mistic-E-Cigs-Adds-New-Flavors-to-Mistic-and-HAUS-Brands.html,"Mistic release says cartridges are sold in 3-, 5-, and 10-pack refills and contain 1.8% nicotine by volume. Exact mL per cartridge not found."
308,081002599206,08100259,IGNITE,IGNITE,IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,1.2,1.2,25,2538,248,081002599614,IGNITE,IGNITE V15,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT,PARTIAL,High,Disposable,5.1,1,5.1,5,50,0.742,408,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://mx.ignite.co/products/v15-vape-desechable-tobacco,Official IGNITE V15 source verifies disposable device with 5.1 mL capacity and 5% nicotine.
321,081990502794,08199050,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,1,2.6,2.6,50,2105,35,081990502787,NJOY,ELCT CGRTT LIQUID POD,ELCT CGRTT LIQUID POD,PARTIAL,Low,Closed pod,1.9,1,1.9,5,58,1.0,7,PROPAGATED_EXACT_DESCRIPTION_MATCH,https://www.njoy-llc.com/?src=logo;https://www.ncdor.gov/taxes-forms/other-taxes-and-fees/vapor-product-and-consumable-product-certification-and-directory/vapor-certification-directory,"Likely NJOY Ace pod family based on pod product family and 5% imputation, but row text lacks flavor/count detail; source confirms Ace pod family/strengths, exact SKU not fully verified."
327,081649401430,08164940,NICOTEK,NBL-NCL E-CG LIQUID TOB,NBL-NCL E-CG LIQUID TOB,1,10,9.995843,24,2013,158,081649401154,NICOTEK,NICOTEK METRO E-CG,NICOTEK METRO E-CG,PARTIAL,Low,Disposable,,,,,,0.343,276,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
331,084920500055,08492050,VUSE,VUSE DVCC AST 2'S/BT&ECCR&L&T,VUSE DVCC AST 2'S/BT&ECCR&L&T,2,1.5,3,48,1882,202,084920500053,VUSE,VUSE DVC MN/BT&ECCR,VUSE DVC MN/BT&ECCR,PARTIAL,Medium,Closed pod,0.5,1,0.5,4.8,48,0.538,2,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://cenic-mp.ahc.umn.edu/index.php?product_id=88&route=product%2Fproduct;https://lighterusa.com/products/vuse-solo-cartridges-2-pack,Matched to Vuse Solo starter/device family; source verifies Solo kit includes one cartridge and Solo cartridge spec is 0.5 mL and 4.8% / 48 mg.
337,009710000102,00971000,MARKTEN,MARKTEN E-CGC,MARKTEN E-CGC,4,0.4,1.6,35,1822,618,009710000234,MARKTEN,MARKTEN EVCC,MARKTEN EVCC,PARTIAL,Medium,Closed pod,,2,,,,0.631,132,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.gopuff.com/p/markten-elite-hazelnut-cream-e-vapor-pods-2ct/p9395,Retail source verifies MarkTen Elite e-vapor pods as 2ct. mL and nicotine not verified in the source found.
339,009710000101,00971000,MARKTEN,MARKTEN E-CG,MARKTEN E-CG,1,1.6,1.6,35,1784,618,009710000234,MARKTEN,MARKTEN EVCC,MARKTEN EVCC,PARTIAL,Medium,Closed pod,,2,,,,0.604,133,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.gopuff.com/p/markten-elite-hazelnut-cream-e-vapor-pods-2ct/p9395,Retail source verifies MarkTen Elite e-vapor pods as 2ct. mL and nicotine not verified in the source found.
341,081002599209,08100259,IGNITE,IGNITE,IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,1.2,1.2,25,1660,248,081002599614,IGNITE,IGNITE V15,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT,PARTIAL,High,Disposable,5.1,1,5.1,5,50,0.742,405,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://mx.ignite.co/products/v15-vape-desechable-tobacco,Official IGNITE V15 source verifies disposable device with 5.1 mL capacity and 5% nicotine.
342,081990502870,08199050,GLAS,,GLAS SMOKING ALTERNATIVE PRODUCT BANDED 3 COUNT,3,0.43,1.3,63.5,1594,60,081990502355,GLAS,GLAS,GLAS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SAPPHIRE BOX 2 COUNT,CONFIRMS,High,Closed pod,1.3,2,2.6,5,50,0.437,515,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://glas.com/collections/pods;https://glas.com/pages/pod-basics-issues,Official GLAS pages verify each pack contains two 1.3 mL pods with 5% nicotine by weight. Converted 5% to 50 mg/mL per requested convention.
344,081068701240,08106870,NJOY,NJOY E-CGC NO RFL,NJOY E-CGC NO RFL,5,1,5,24,1543,294,081068701408,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.477,168,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
346,081649401440,08164940,NICOTEK,NBL-NCL E-CG LIQUID TOB,NBL-NCL E-CG LIQUID TOB,1,10,9.995843,16,1459,158,081649401154,NICOTEK,NICOTEK METRO E-CG,NICOTEK METRO E-CG,PARTIAL,Low,Disposable,,,,,,0.343,286,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
350,081002599212,08100259,IGNITE,IGNITE,IGNITE SMOKING ALTERNATIVE PRODUCT BLOOD ORANGE 1 COUNT,1,1.2,1.2,80.2,1362,248,081002599614,IGNITE,IGNITE V15,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT,PARTIAL,High,Disposable,5.1,1,5.1,5,50,0.511,402,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://mx.ignite.co/products/v15-vape-desechable-tobacco,Official IGNITE V15 source verifies disposable device with 5.1 mL capacity and 5% nicotine.
351,081649401433,08164940,NICOTEK,NBL-NCL E-CG LIQUID WM,NBL-NCL E-CG LIQUID WM,1,10,9.995843,24,1306,218,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,NCTK MTR SVN E-CG MN,PARTIAL,Low,Disposable,,,,,,0.359,278,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
360,081649401432,08164940,NICOTEK,NL-NBL E-CG LIQUID CHERRY,NL-NBL E-CG LIQUID CHERRY,1,10,9.995843,24,1063,236,081649401299,NICOTEK,NCTK MTR MNGT E-CG,NCTK MTR MNGT E-CG,PARTIAL,Low,Disposable,,,,,,0.334,133,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
362,081649401441,08164940,NICOTEK,NL-NBL E-CG LIQUID MN,NL-NBL E-CG LIQUID MN,1,10,9.995843,16,1013,218,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,NCTK MTR SVN E-CG MN,PARTIAL,Low,Disposable,,,,,,0.462,286,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
363,081649401434,08164940,NICOTEK,NL-NBL E-CG LIQUID GRAPE,NL-NBL E-CG LIQUID GRAPE,1,10,9.995843,24,1008,610,081649401360,NICOTEK,NICOTEK METRO E-CG KING,NICOTEK METRO E-CG KING,PARTIAL,Low,Disposable,,,,,,0.351,74,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
364,009710000103,00971000,MARKTEN,MARKTEN E-CG MN,MARKTEN E-CG MN,1,1.6,1.6,35,988,618,009710000234,MARKTEN,MARKTEN EVCC,MARKTEN EVCC,PARTIAL,Medium,Closed pod,,2,,,,0.53,131,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.gopuff.com/p/markten-elite-hazelnut-cream-e-vapor-pods-2ct/p9395,Retail source verifies MarkTen Elite e-vapor pods as 2ct. mL and nicotine not verified in the source found.
366,009710000104,00971000,MARKTEN,MARKTEN E-CGC MN,MARKTEN E-CGC MN,4,0.4,1.6,35,949,618,009710000234,MARKTEN,MARKTEN EVCC,MARKTEN EVCC,PARTIAL,Medium,Closed pod,,2,,,,0.556,130,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.gopuff.com/p/markten-elite-hazelnut-cream-e-vapor-pods-2ct/p9395,Retail source verifies MarkTen Elite e-vapor pods as 2ct. mL and nicotine not verified in the source found.
367,081649401442,08164940,NICOTEK,NL-NBL E-CG LIQUID CHERRY,NL-NBL E-CG LIQUID CHERRY,1,10,9.995843,16,935,236,081649401299,NICOTEK,NCTK MTR MNGT E-CG,NCTK MTR MNGT E-CG,PARTIAL,Low,Disposable,,,,,,0.334,143,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
370,081649401444,08164940,NICOTEK,NBL-NCL E-CG LIQUID GRAPE,NBL-NCL E-CG LIQUID GRAPE,1,10,9.995843,16,892,610,081649401360,NICOTEK,NICOTEK METRO E-CG KING,NICOTEK METRO E-CG KING,PARTIAL,Low,Disposable,,,,,,0.346,84,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
383,081649401448,08164940,NICOTEK,NL-NBL E-CG LIQUID KIWI,NL-NBL E-CG LIQUID KIWI,1,10,9.995843,16,627,610,081649401360,NICOTEK,NICOTEK METRO E-CG KING,NICOTEK METRO E-CG KING,PARTIAL,Low,Disposable,,,,,,0.357,88,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
387,081649401437,08164940,NICOTEK,NL-NBL E-CG LIQUID VANILLA,NL-NBL E-CG LIQUID VANILLA,1,10,9.995843,24,613,218,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,NCTK MTR SVN E-CG MN,PARTIAL,Low,Disposable,,,,,,0.348,282,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
391,085570400814,08557040,HAUS,HAUS ECTA,HAUS ECTA,1,10,10,24,596,91,085570400786,HAUS,HAUS ESOT,HAUS ESOT,PARTIAL,Medium,Open refill,30,1,30,0.4,4,0.607,28,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.globenewswire.com/news-release/2015/12/16/795955/0/en/Mistic-E-Cigs-Adds-Tobacco-and-Menthol-Flavors-to-HAUS-Craft-Collection.html;https://www.globenewswire.com/news-release/2016/08/04/861701/0/en/Mistic-E-Cigs-Adds-New-Flavors-to-Mistic-and-HAUS-Brands.html,"Matched to HAUS e-liquid family from brand/product-line abbreviation; source verifies 30 mL HAUS bottles at 4 mg/mL, but row flavor is not explicit."
396,081649401438,08164940,NICOTEK,NL-NBL E-CG LIQUID KIWI,NL-NBL E-CG LIQUID KIWI,1,10,9.995843,24,562,610,081649401360,NICOTEK,NICOTEK METRO E-CG KING,NICOTEK METRO E-CG KING,PARTIAL,Low,Disposable,,,,,,0.357,78,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
397,081649401435,08164940,NICOTEK,NL-NBL E-CG LIQUID APPLE,NL-NBL E-CG LIQUID APPLE,1,10,9.995843,24,561,218,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,NCTK MTR SVN E-CG MN,PARTIAL,Low,Disposable,,,,,,0.333,280,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
398,081649401447,08164940,NICOTEK,NL-NBL E-CG LIQUID VANILLA,NL-NBL E-CG LIQUID VANILLA,1,10,9.995843,16,545,218,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,NCTK MTR SVN E-CG MN,PARTIAL,Low,Disposable,,,,,,0.348,292,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.prnewswire.com/news-releases/metro-seven---the-next-big-leap-in-disposable-electronic-cigarettes-146951905.html,PRNewswire source verifies Metro Seven/Nicotek one-time-use disposable product family and up to 300 puffs. mL/nicotine not verified.
439,081068701760,08106870,NJOY,NJOY E-CGCMB AST 2'S\SAP=,NJOY E-CGCMB AST 2'S\SAP=,2,5,10,10,251,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.353,347,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
443,081068701761,08106870,NJOY,NJOY E-CGCMB AST 2'S\SAP=,NJOY E-CGCMB AST 2'S\SAP=,2,5,10,10,230,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.353,348,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
451,019383500507,01938350,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR MAX,AIR BAR MAX SMOKING ALTERNATIVE PRODUCT GUAVA SHAKE 1 COUNT,1,6.5,6.5,33.2,200,594,019383500291,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR LUX,AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT,PARTIAL,Low,Disposable,2.7,1,2.7,5,50,0.575,216,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.budgetvapors.com/air-bar-lux-disposable/,Retail source verifies Air Bar Lux disposable family; exact flavor/SKU specs were not fully verified in this pass. Converted 5% to 50 mg/mL where source/family indicates 5%.
454,081068701813,08106870,NJOY,NJOY E-CG LIQUID PEACH TEA,NJOY E-CG LIQUID PEACH TEA,1,5.53,5.527495,11.8,191,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.436,403,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
457,081068701789,08106870,NJOY,NJOY E-CG LIQUID BLD-ORNGE,NJOY E-CG LIQUID BLD-ORNGE,1,10,10,8,183,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.465,376,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
458,081068701801,08106870,NJOY,NJOY E-CG LIQUID BTR-CRNCH,NJOY E-CG LIQUID BTR-CRNCH,1,5.53,5.527495,11.8,176,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.427,388,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
465,081068701805,08106870,NJOY,NJOY E-CG LIQUID S-MS,NJOY E-CG LIQUID S-MS,1,5.53,5.527495,11.8,148,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.462,392,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
467,081068701803,08106870,NJOY,NJOY E-CG LIQUID S-MS,NJOY E-CG LIQUID S-MS,1,5.53,5.527495,11.8,147,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.462,390,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
470,081068701797,08106870,NJOY,NJOY E-CG LIQUID DBL-ESPRSO,NJOY E-CG LIQUID DBL-ESPRSO,1,10,10,10,133,311,081068701410,NJOY,NJOY ONE JOY E-CG,NJOY ONE JOY E-CG,PARTIAL,Low,Disposable,,,,4.5,45,0.417,387,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
477,081068701799,08106870,NJOY,NJOY E-CG LIQUID BTR-CRNCH,NJOY E-CG LIQUID BTR-CRNCH,1,10,10,10,112,336,081068701413,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.427,386,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
495,019383500511,01938350,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR MAX,AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT,1,6.5,6.5,33.2,79,594,019383500291,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR LUX,AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT,PARTIAL,Low,Disposable,2.7,1,2.7,5,50,0.565,220,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.budgetvapors.com/air-bar-lux-disposable/,Retail source verifies Air Bar Lux disposable family; exact flavor/SKU specs were not fully verified in this pass. Converted 5% to 50 mg/mL where source/family indicates 5%.
518,081068701379,08106870,NJOY,NJOY NPRO E-CG MINI,NJOY NPRO E-CG MINI,1,10,10,45,36,317,081068701409,NJOY,NJOY ONE JOY E-CG MN,NJOY ONE JOY E-CG MN,PARTIAL,Low,Disposable,,,,4.5,45,0.615,30,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.njoy-llc.com/?src=logo,"Matched to NJOY one-use/disposable product family; official NJOY source confirms Daily disposable products at 4.5% and 6.0%, but exact mL/SKU not verified."
532,081505802007,08150580,LOGIC,LOGIC POWER E-CGC VANILLA,LOGIC POWER E-CGC VANILLA,3,0.45,1.35,24,22,404,081505802013,LOGIC,LOGIC E-CGC MN,LOGIC E-CGC MN,PARTIAL,Low,Closed pod,,5,,2.4,24,0.605,6,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.themagicmist.com/Logic-ecig-Compatible-Cartridges-p/logic-compatible-cartridges.htm,Only partially verified from compatible-cartridge source: compatible pack has 5 carts and Platinum 2.4% maps to 24 mg/mL. Original mL not verified.
535,019383500501,01938350,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR MAX,AIR BAR MAX SMOKING ALTERNATIVE PRODUCT CRANBERRY GRAPE 1 COUNT,1,6.5,6.5,33.2,20,594,019383500291,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR LUX,AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT,PARTIAL,Low,Disposable,2.7,1,2.7,5,50,0.556,210,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.budgetvapors.com/air-bar-lux-disposable/,Retail source verifies Air Bar Lux disposable family; exact flavor/SKU specs were not fully verified in this pass. Converted 5% to 50 mg/mL where source/family indicates 5%.
536,019383500513,01938350,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR MAX,AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT,1,6.5,6.5,33.2,18,594,019383500291,SHENZHEN GOLDREAMS TECHNOLOGY,AIR BAR LUX,AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT,PARTIAL,Low,Disposable,2.7,1,2.7,5,50,0.565,222,HINT_ONLY_WEAK_OR_DIFFERENT_DESCRIPTION,https://www.budgetvapors.com/air-bar-lux-disposable/,Retail source verifies Air Bar Lux disposable family; exact flavor/SKU specs were not fully verified in this pass. Converted 5% to 50 mg/mL where source/family indicates 5%.
